chain_id,slug,name,category,address,status,source_files,contract_or_error
1,equilibria,Equilibria (ePendle Convertor),Pendle,0x64627901dAdb46eD7f275fD4fc87d086cfF1e6E3,verified,13,TransparentUpgradeableProxy
1,alchemix-alusd,Alchemix alUSD,Pendle,0xBC6DA0FE9aD5f3b0d58160288917AA56653660E9,verified_substituted,11,sub_from=spectra;cname=AlToken
1,aave-v3-pool,Aave v3 Pool,MoneyMarket,0x87870Bca3F3fD6335C3F4ce8392D69350B4fA4E2,verified,6,InitializableImmutableAdminUpgradeabilityProxy
1,spark-pool,Spark Pool,MoneyMarket,0xC13e21B648A5Ee794902342038FF3aDAB66BE987,verified,6,InitializableImmutableAdminUpgradeabilityProxy
1,compound-v3-usdc,Compound v3 USDC Comet,MoneyMarket,0xc3d688B66703497DAA19211EEdff47f25384cdc3,verified,8,TransparentUpgradeableProxy
1,compound-v3-weth,Compound v3 WETH Comet,MoneyMarket,0xA17581A9E3356d9A858b789D68B4d866e593aE94,verified,8,TransparentUpgradeableProxy
1,morpho-blue,Morpho Blue,MoneyMarket,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,verified,14,Morpho
1,metamorpho-factory,MetaMorpho Factory,MoneyMarket,0xA9c3D3a366466Fa809d1Ae982Fb2c46E5fC41101,verified,43,MetaMorphoFactory
1,fluid-liquidity,Fluid Liquidity,MoneyMarket,0x52aa899454998be5b000ad077a46bbe360f4e497,verified,6,FluidLiquidityProxy
1,euler-evc,Euler v2 EVC,MoneyMarket,0x0C9a3dd6b8F28529d72d7f9cE918D493519EE383,verified,9,EthereumVaultConnector
1,euler-usdc-prime,Euler USDC Prime EVault,MoneyMarket,0x797DD80692c3b2dAdabCe8e30C07fDE5307D48a9,verified,1,BeaconProxy
1,euler-usdc-yield,Euler USDC Yield EVault,MoneyMarket,0xcBC9B61177444A793B85442D3a953B90f6170b7D,verified,1,BeaconProxy
1,frax-frax-token,Frax FRAX,MoneyMarket,0x853d955aCEf822Db058eb8505911ED77F175b99e,verified_substituted,1,sub_from=fraxlend-pair;cname=FRAXStablecoin
1,silo-finance,Silo Finance Repository,MoneyMarket,0xd998C35B7900b344bbBe6555cc11576942Cf309d,verified,33,SiloRepository
1,curve-3pool,Curve 3Pool,AMM,0xbEbc44782C7dB0a1A60Cb6fe97d0b483032FF1C7,verified,1,Vyper_contract
1,curve-steth-pool,Curve stETH Pool,AMM,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,verified,1,Vyper_contract
1,curve-tricrypto2,Curve TriCrypto2,AMM,0xD51a44d3FaE010294C616388b506AcdA1bfAAE46,verified,1,Vyper_contract
1,balancer-vault,Balancer Vault,AMM,0xBA12222222228d8Ba445958a75a0704d566BF2C8,verified,45,Vault
1,uniswap-v2-router,Uniswap V2 Router,AMM,0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,verified,1,UniswapV2Router02
1,uniswap-v3-factory,Uniswap V3 Factory,AMM,0x1F98431c8aD98523631AE4a59f267346ea31F984,verified,33,UniswapV3Factory
1,uniswap-v3-router,Uniswap V3 SwapRouter,AMM,0xE592427A0AEce92De3Edee1F18E0157C05861564,verified,34,SwapRouter
1,uniswap-v4-pool-manager,Uniswap V4 PoolManager,AMM,0x000000000004444c5dc75cB358380D2e3dE08A90,verified,44,PoolManager
1,sushiswap-v2-factory,Sushiswap V2 Factory,AMM,0xC0AEe478e3658e2610c5F7A4A2E1777cE9e4f2Ac,verified_substituted,1,sub_from=maverick-v2-factory;cname=UniswapV2Factory
1,convex-booster,Convex Booster,Bribe,0xF403C135812408BFbE8713b5A23a04b3D48AAE31,verified,1,Booster
1,convex-vlcvx,Convex vlCVX,Bribe,0x72a19342e8F1838460eBFCCEf09F6585e32db86E,verified,1,CvxLockerV2
1,convex-cvx,Convex CVX,Bribe,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,verified,1,ConvexToken
1,aura-booster,Aura Booster,Bribe,0xA57b8d98dAE62B26Ec3bcC4a365338157060B234,verified,34,Booster
1,curve-gauge-controller,Curve GaugeController,Bribe,0x2F50D538606Fa9EDD2B11E2446BEb18C9D5846bB,verified,1,Vyper_contract
1,vecrv,veCRV,Bribe,0x5f3b5DfEb7B28CDbD7FAba78963EE202a494e2A2,verified,1,Vyper_contract
1,vependle,vePENDLE,Bribe,0x4f30A9D41B80ecC5B94306AB4364951AE3170210,verified,21,VotingEscrowPendleMainchain
1,votium,Votium MultiMerkleStash,Bribe,0x378Ba9B73309bE80BF4C2c027aAD799766a7ED5A,verified,7,MultiMerkleStash
1,hidden-hand,Hidden Hand RewardDistributor,Bribe,0xa9b08B4CeEC1EF29EdEC7F9C94583270337D6416,verified,18,RewardDistributor
1,synthetix-address-resolver,Synthetix V2x AddressResolver,Derivatives,0x823bE81bbF96BEc0e25CA13170F5AaCb5B79ba83,verified,1,AddressResolver
1,synthetix-susd,Synthetix sUSD,Derivatives,0x57Ab1ec28D129707052df4dF418D58a2D46d5f51,verified,1,ProxyERC20
1,synthetix-seth,Synthetix sETH,Derivatives,0x5e74C9036fb86BD7eCdcb084a0673EFc32eA31cb,verified,1,ProxyERC20
1,synthetix-v3-core,Synthetix V3 CoreProxy,Derivatives,0xffffffaEff0B96Ea8e4f94b2253f31abdD875847,verified_substituted,133,sub_from=gmx-v2-datastore;cname=Proxy
